Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
B-25616,42.00,12.00,5.00,Clothing,Hankerchief,COD
B-25630,42.00,-26.00,2.00,Clothing,Kurti,COD
B-25936,61.00,25.00,4.00,Clothing,Saree,UPI
B-25830,41.00,11.00,6.00,Clothing,Hankerchief,COD
B-25930,40.00,13.00,3.00,Clothing,T-shirt,COD
B-25808,59.00,21.00,2.00,Clothing,Stole,UPI
B-25979,57.00,27.00,2.00,Clothing,Shirt,UPI
B-25687,17.00,6.00,1.00,Clothing,Stole,UPI
B-26087,40.00,10.00,2.00,Clothing,Stole,COD
B-25764,349.00,-24.00,2.00,Clothing,Saree,Debit Card
B-25782,335.00,-22.00,7.00,Furniture,Chairs,UPI
B-25854,40.00,16.00,3.00,Clothing,Hankerchief,COD
B-26085,40.00,17.00,2.00,Clothing,Stole,COD
B-25630,40.00,-7.00,3.00,Clothing,Stole,COD
B-25999,352.00,74.00,8.00,Clothing,Stole,Debit Card
B-25648,55.00,-26.00,4.00,Clothing,Saree,UPI
B-25952,352.00,18.00,5.00,Clothing,Trousers,Debit Card
B-25710,53.00,-18.00,4.00,Clothing,T-shirt,UPI
B-25685,51.00,7.00,2.00,Furniture,Furnishings,UPI
B-25740,40.00,-37.00,3.00,Clothing,Stole,COD
B-25973,39.00,14.00,5.00,Clothing,Leggings,COD
B-25769,355.00,-4.00,2.00,Clothing,Saree,Debit Card
B-25687,357.00,139.00,2.00,Clothing,Saree,Debit Card
B-25603,38.00,18.00,1.00,Clothing,Kurti,COD
B-26050,38.00,9.00,2.00,Clothing,Stole,COD
B-25748,141.00,10.00,4.00,Clothing,Shirt,UPI
B-25833,36.00,4.00,9.00,Clothing,Hankerchief,COD
B-25930,351.00,-94.00,5.00,Electronics,Electronic Games,COD
B-26035,369.00,15.00,3.00,Electronics,Electronic Games,Debit Card
B-25851,53.00,24.00,6.00,Clothing,Hankerchief,EMI
B-25718,371.00,115.00,1.00,Furniture,Bookcases,Debit Card
B-25898,499.00,33.00,4.00,Clothing,Saree,COD
B-25893,223.00,62.00,7.00,Clothing,Shirt,COD
B-25983,50.00,-4.00,6.00,Clothing,T-shirt,EMI
B-26056,391.00,90.00,6.00,Electronics,Phones,Debit Card
B-25715,416.00,137.00,3.00,Electronics,Phones,Debit Card
B-25702,424.00,-17.00,9.00,Furniture,Chairs,Debit Card
B-25618,362.00,127.00,1.00,Furniture,Bookcases,COD
B-25643,36.00,-7.00,1.00,Electronics,Electronic Games,COD
B-25961,34.00,-10.00,3.00,Clothing,Skirt,COD
B-25873,367.00,73.00,3.00,Electronics,Electronic Games,UPI
B-26053,425.00,208.00,7.00,Clothing,Saree,Debit Card
B-25683,433.00,26.00,3.00,Electronics,Printers,Debit Card
B-25718,460.00,31.00,3.00,Furniture,Bookcases,Debit Card
B-25753,62.00,-56.00,5.00,Clothing,Kurti,COD
B-25852,50.00,16.00,1.00,Clothing,Stole,EMI
B-25914,460.00,-143.00,3.00,Furniture,Chairs,Debit Card
B-26083,34.00,3.00,3.00,Clothing,Saree,COD
B-25857,227.00,59.00,2.00,Furniture,Furnishings,UPI
B-25939,469.00,33.00,4.00,Electronics,Electronic Games,Debit Card
B-25851,103.00,46.00,2.00,Clothing,Saree,UPI
B-25699,34.00,-13.00,5.00,Clothing,Leggings,COD
B-26078,137.00,63.00,3.00,Clothing,Stole,COD
B-26075,34.00,12.00,2.00,Clothing,Stole,COD
B-25956,474.00,56.00,4.00,Electronics,Phones,Debit Card
B-25861,50.00,3.00,2.00,Clothing,Stole,EMI
B-25777,69.00,-67.00,4.00,Clothing,Kurti,UPI
B-25634,389.00,-83.00,3.00,Furniture,Chairs,UPI
B-25753,77.00,-43.00,8.00,Clothing,Stole,COD
B-25687,51.00,21.00,3.00,Clothing,T-shirt,COD
B-25885,394.00,146.00,2.00,Furniture,Bookcases,UPI
B-25767,48.00,-22.00,2.00,Clothing,Saree,EMI
B-25961,34.00,-12.00,5.00,Clothing,Leggings,COD
B-25923,484.00,28.00,3.00,Electronics,Printers,Debit Card
B-25799,47.00,-27.00,4.00,Clothing,Saree,EMI
B-25955,45.00,8.00,4.00,Clothing,Skirt,EMI
B-26015,128.00,55.00,1.00,Clothing,Saree,COD
B-26051,669.00,74.00,5.00,Furniture,Bookcases,COD
B-25822,34.00,13.00,2.00,Clothing,Saree,COD
B-25989,44.00,14.00,3.00,Clothing,Hankerchief,Credit Card
B-25910,33.00,1.00,2.00,Clothing,Shirt,COD
B-25956,33.00,10.00,3.00,Clothing,Hankerchief,COD
B-25986,487.00,-23.00,3.00,Electronics,Printers,Debit Card
B-26098,497.00,179.00,3.00,Furniture,Chairs,Debit Card
B-26061,508.00,203.00,2.00,Electronics,Accessories,Debit Card
B-25954,524.00,-25.00,2.00,Electronics,Electronic Games,Debit Card
B-26034,425.00,183.00,5.00,Electronics,Accessories,UPI
B-25909,168.00,56.00,3.00,Clothing,Saree,COD
B-25692,141.00,28.00,7.00,Furniture,Furnishings,UPI
B-25959,429.00,17.00,3.00,Furniture,Chairs,UPI
B-25745,44.00,-8.00,3.00,Clothing,Stole,Credit Card
B-25689,149.00,136.00,3.00,Clothing,Stole,UPI
B-25786,44.00,-34.00,3.00,Clothing,Stole,Credit Card
B-25897,33.00,10.00,3.00,Clothing,Hankerchief,COD
B-26056,33.00,9.00,2.00,Clothing,Hankerchief,COD
B-25855,442.00,31.00,2.00,Electronics,Electronic Games,UPI
B-25667,41.00,6.00,5.00,Clothing,Skirt,Credit Card
B-25701,33.00,-12.00,5.00,Clothing,Hankerchief,COD
B-26046,32.00,3.00,8.00,Clothing,Hankerchief,COD
B-25676,32.00,6.00,3.00,Clothing,Shirt,COD
B-26045,179.00,77.00,1.00,Clothing,Saree,UPI
B-25889,31.00,10.00,1.00,Clothing,Kurti,COD
B-25900,140.00,68.00,5.00,Clothing,T-shirt,COD
B-25685,529.00,137.00,3.00,Electronics,Phones,Debit Card
B-25622,534.00,0.00,3.00,Clothing,Saree,Debit Card
B-25709,41.00,-6.00,1.00,Furniture,Chairs,Credit Card
B-25798,379.00,63.00,2.00,Clothing,Saree,COD
B-25933,81.00,-44.00,3.00,Clothing,Stole,COD
B-25793,40.00,-33.00,5.00,Clothing,Hankerchief,Credit Card
B-25951,40.00,18.00,1.00,Electronics,Accessories,Credit Card
B-25656,534.00,0.00,3.00,Clothing,Saree,Debit Card
B-26056,31.00,9.00,2.00,Clothing,Hankerchief,COD
B-25870,473.00,-113.00,9.00,Clothing,Hankerchief,UPI
B-25690,31.00,-10.00,3.00,Clothing,Skirt,COD
B-25702,31.00,-3.00,4.00,Clothing,Saree,COD
B-25752,91.00,15.00,6.00,Clothing,T-shirt,UPI
B-25781,30.00,-25.00,2.00,Clothing,T-shirt,COD
B-26038,30.00,6.00,1.00,Clothing,T-shirt,COD
B-25761,40.00,0.00,3.00,Clothing,Saree,Credit Card
B-25751,534.00,5.00,2.00,Electronics,Electronic Games,Debit Card
B-25750,539.00,-146.00,7.00,Furniture,Furnishings,Debit Card
B-25726,490.00,-128.00,8.00,Furniture,Bookcases,UPI
B-26048,163.00,81.00,2.00,Electronics,Accessories,COD
B-26051,184.00,85.00,6.00,Clothing,T-shirt,UPI
B-25614,494.00,54.00,4.00,Furniture,Bookcases,COD
B-25907,30.00,11.00,5.00,Clothing,Hankerchief,COD
B-25789,30.00,0.00,1.00,Clothing,Kurti,COD
B-26097,39.00,-18.00,2.00,Clothing,Leggings,Credit Card
B-25902,1700.00,85.00,3.00,Clothing,Trousers,COD
B-25657,332.00,-43.00,6.00,Electronics,Phones,UPI
B-25854,436.00,131.00,9.00,Clothing,Hankerchief,UPI
B-25610,30.00,-5.00,2.00,Furniture,Furnishings,COD
B-25733,30.00,-10.00,2.00,Clothing,Stole,COD
B-25798,38.00,-13.00,3.00,Clothing,Stole,Credit Card
B-25803,511.00,194.00,3.00,Furniture,Chairs,UPI
B-25755,37.00,-53.00,3.00,Clothing,Saree,Credit Card
B-25850,513.00,215.00,2.00,Electronics,Accessories,COD
B-25667,516.00,69.00,4.00,Furniture,Bookcases,UPI
B-25796,559.00,-19.00,2.00,Clothing,Trousers,Debit Card
B-26013,29.00,-10.00,3.00,Clothing,Skirt,COD
B-25683,148.00,52.00,5.00,Clothing,Stole,UPI
B-26054,559.00,-174.00,2.00,Electronics,Electronic Games,Debit Card
B-26010,527.00,26.00,3.00,Electronics,Electronic Games,COD
B-25979,560.00,44.00,3.00,Clothing,Saree,Debit Card
B-25973,571.00,108.00,12.00,Clothing,Stole,Debit Card
B-25975,29.00,2.00,3.00,Clothing,Skirt,COD
B-26010,29.00,3.00,2.00,Clothing,Stole,COD
B-25767,29.00,-3.00,3.00,Clothing,Saree,COD
B-25815,35.00,14.00,2.00,Clothing,Stole,Credit Card
B-25853,579.00,139.00,3.00,Electronics,Printers,Debit Card
B-25756,29.00,-24.00,4.00,Clothing,Leggings,COD
B-25755,593.00,213.00,4.00,Furniture,Bookcases,Debit Card
B-25996,217.00,72.00,2.00,Furniture,Furnishings,COD
B-25619,353.00,90.00,8.00,Clothing,Saree,COD
B-26050,382.00,92.00,2.00,Electronics,Printers,COD
B-26000,597.00,93.00,4.00,Furniture,Chairs,Debit Card
B-26058,212.00,97.00,7.00,Clothing,Hankerchief,COD
B-25856,689.00,90.00,5.00,Clothing,Saree,COD
B-26044,28.00,-10.00,3.00,Clothing,Skirt,COD
B-25654,34.00,12.00,3.00,Clothing,Hankerchief,Credit Card
B-26051,600.00,-102.00,5.00,Electronics,Electronic Games,Debit Card
B-25636,637.00,113.00,5.00,Clothing,Saree,UPI
B-25710,616.00,-69.00,7.00,Furniture,Furnishings,Debit Card
B-25656,624.00,37.00,2.00,Electronics,Electronic Games,Debit Card
B-25919,28.00,4.00,1.00,Clothing,T-shirt,COD
B-25781,584.00,-444.00,7.00,Electronics,Printers,UPI
B-25899,28.00,6.00,4.00,Clothing,Skirt,COD
B-26093,33.00,-1.00,1.00,Clothing,Saree,Credit Card
B-25753,27.00,-20.00,2.00,Clothing,Hankerchief,COD
B-25858,27.00,5.00,2.00,Clothing,Skirt,COD
B-25762,27.00,4.00,3.00,Clothing,Skirt,COD
B-25625,635.00,-349.00,5.00,Clothing,Saree,Debit Card
B-25857,598.00,166.00,4.00,Furniture,Bookcases,UPI
B-25919,636.00,-204.00,2.00,Electronics,Printers,Debit Card
B-25864,27.00,9.00,2.00,Clothing,Hankerchief,COD
B-25698,27.00,-6.00,4.00,Clothing,Hankerchief,COD
B-25959,637.00,212.00,8.00,Electronics,Phones,Debit Card
B-26073,290.00,110.00,9.00,Clothing,Stole,UPI
B-25649,27.00,-25.00,2.00,Clothing,Stole,COD
B-25806,632.00,-114.00,4.00,Furniture,Tables,UPI
B-25756,643.00,-45.00,2.00,Electronics,Printers,Debit Card
B-26003,652.00,13.00,6.00,Furniture,Furnishings,Debit Card
B-25752,33.00,-27.00,1.00,Furniture,Chairs,Credit Card
B-25783,26.00,2.00,2.00,Clothing,Hankerchief,COD
B-25802,633.00,-633.00,11.00,Electronics,Accessories,UPI
B-25881,26.00,9.00,2.00,Clothing,Leggings,COD
B-25898,191.00,93.00,4.00,Clothing,Shirt,UPI
B-25696,887.00,80.00,3.00,Electronics,Printers,UPI
B-25826,637.00,261.00,2.00,Electronics,Printers,COD
B-25745,670.00,15.00,5.00,Furniture,Bookcases,Debit Card
B-25943,26.00,7.00,4.00,Clothing,Hankerchief,COD
B-26051,676.00,195.00,5.00,Furniture,Bookcases,Debit Card
B-25624,26.00,12.00,3.00,Clothing,Hankerchief,COD
B-25723,26.00,-24.00,1.00,Clothing,Stole,COD
B-26052,25.00,7.00,2.00,Clothing,Stole,COD
B-25603,24.00,-30.00,1.00,Furniture,Chairs,COD
B-25983,32.00,-12.00,1.00,Furniture,Chairs,Credit Card
B-25650,31.00,-2.00,2.00,Clothing,Saree,Credit Card
B-25656,651.00,169.00,5.00,Electronics,Printers,COD
B-26018,326.00,107.00,3.00,Furniture,Furnishings,UPI
B-25783,30.00,-6.00,2.00,Clothing,Hankerchief,UPI
B-25951,30.00,5.00,2.00,Clothing,Kurti,UPI
B-25974,662.00,240.00,2.00,Furniture,Bookcases,COD
B-25754,30.00,-23.00,2.00,Clothing,Saree,UPI
B-26073,29.00,9.00,3.00,Clothing,Saree,UPI
B-25796,28.00,1.00,1.00,Electronics,Accessories,UPI
B-25653,28.00,-3.00,2.00,Clothing,Saree,UPI
B-25884,24.00,2.00,4.00,Clothing,Hankerchief,COD
B-25650,28.00,-26.00,2.00,Clothing,Stole,UPI
B-26045,27.00,5.00,1.00,Clothing,Stole,UPI
B-25672,27.00,-15.00,1.00,Clothing,Stole,UPI
B-25949,24.00,11.00,3.00,Clothing,Hankerchief,COD
B-25733,23.00,-6.00,4.00,Clothing,Hankerchief,COD
B-25697,322.00,193.00,5.00,Electronics,Printers,COD
B-25893,688.00,-103.00,6.00,Electronics,Accessories,Debit Card
B-25802,23.00,-3.00,1.00,Clothing,Shirt,COD
B-25961,26.00,3.00,3.00,Clothing,Skirt,UPI
B-25751,68.00,-56.00,2.00,Electronics,Phones,COD
B-25814,462.00,169.00,4.00,Clothing,Saree,COD
B-25702,941.00,203.00,3.00,Furniture,Tables,UPI
B-25896,23.00,4.00,2.00,Clothing,Skirt,COD
B-25969,720.00,43.00,2.00,Electronics,Printers,UPI
B-25778,724.00,-447.00,4.00,Electronics,Electronic Games,UPI
B-25859,724.00,253.00,2.00,Furniture,Bookcases,UPI
B-25810,26.00,10.00,4.00,Clothing,Hankerchief,UPI
B-25616,22.00,-2.00,3.00,Clothing,Hankerchief,COD
B-25633,711.00,-8.00,4.00,Clothing,Saree,Debit Card
B-25753,107.00,31.00,5.00,Clothing,T-shirt,COD
B-25764,765.00,-153.00,2.00,Electronics,Phones,Debit Card
B-25864,22.00,8.00,2.00,Clothing,Leggings,COD
B-25725,26.00,-5.00,2.00,Clothing,Stole,UPI
B-25858,22.00,8.00,3.00,Clothing,Hankerchief,COD
B-25817,743.00,89.00,5.00,Electronics,Printers,UPI
B-25703,22.00,-15.00,4.00,Clothing,Kurti,COD
B-25610,781.00,594.00,6.00,Electronics,Printers,Debit Card
B-25652,25.00,-2.00,5.00,Clothing,Hankerchief,UPI
B-25891,25.00,2.00,2.00,Clothing,Hankerchief,UPI
B-25764,119.00,43.00,5.00,Clothing,T-shirt,COD
B-25664,785.00,52.00,2.00,Electronics,Phones,Debit Card
B-25645,183.00,-66.00,5.00,Electronics,Phones,UPI
B-26008,22.00,4.00,1.00,Clothing,Stole,COD
B-26061,642.00,180.00,5.00,Clothing,Saree,COD
B-25781,767.00,-353.00,5.00,Clothing,Trousers,COD
B-25999,770.00,323.00,3.00,Electronics,Accessories,COD
B-25783,21.00,-17.00,3.00,Clothing,Shirt,COD
B-25800,21.00,-6.00,3.00,Clothing,Leggings,COD
B-26093,492.00,187.00,2.00,Electronics,Accessories,UPI
B-25638,816.00,-96.00,3.00,Electronics,Printers,Debit Card
B-26026,25.00,2.00,3.00,Clothing,Kurti,Credit Card
B-25902,802.00,120.00,7.00,Electronics,Accessories,COD
B-25968,811.00,154.00,7.00,Electronics,Accessories,UPI
B-26099,835.00,267.00,5.00,Electronics,Phones,Debit Card
B-25699,21.00,-5.00,1.00,Electronics,Accessories,COD
B-26076,450.00,-190.00,4.00,Furniture,Bookcases,COD
B-25793,24.00,-1.00,4.00,Clothing,Skirt,Credit Card
B-25671,832.00,0.00,3.00,Clothing,Trousers,UPI
B-26040,833.00,93.00,3.00,Clothing,Trousers,UPI
B-26059,20.00,6.00,1.00,Clothing,T-shirt,COD
B-25725,23.00,-5.00,7.00,Clothing,Hankerchief,Credit Card
B-25855,550.00,-242.00,5.00,Furniture,Furnishings,UPI
B-25738,148.00,-91.00,2.00,Electronics,Phones,COD
B-25899,846.00,9.00,2.00,Furniture,Chairs,Debit Card
B-25608,856.00,385.00,6.00,Electronics,Printers,COD
B-25904,871.00,131.00,2.00,Furniture,Bookcases,UPI
B-26056,19.00,-18.00,4.00,Clothing,Kurti,COD
B-25669,610.00,-66.00,2.00,Furniture,Tables,COD
B-25638,880.00,97.00,8.00,Furniture,Furnishings,Debit Card
B-25953,22.00,-8.00,4.00,Clothing,Hankerchief,Credit Card
B-25841,22.00,11.00,2.00,Clothing,Skirt,Credit Card
B-26071,21.00,4.00,3.00,Clothing,Hankerchief,Credit Card
B-25793,18.00,1.00,3.00,Clothing,Hankerchief,COD
B-25813,911.00,202.00,7.00,Furniture,Chairs,COD
B-26010,18.00,2.00,3.00,Clothing,Hankerchief,COD
B-25825,911.00,355.00,5.00,Electronics,Phones,Debit Card
B-25630,143.00,-129.00,2.00,Electronics,Phones,COD
B-25986,918.00,22.00,9.00,Electronics,Electronic Games,COD
B-25650,925.00,-447.00,5.00,Electronics,Electronic Games,COD
B-26078,17.00,8.00,2.00,Clothing,Skirt,COD
B-25890,465.00,207.00,9.00,Clothing,Saree,COD
B-25691,17.00,-9.00,3.00,Clothing,Stole,COD
B-25952,935.00,114.00,4.00,Electronics,Electronic Games,UPI
B-25651,16.00,-10.00,2.00,Clothing,T-shirt,COD
B-25955,954.00,95.00,3.00,Electronics,Printers,UPI
B-25898,915.00,-99.00,3.00,Furniture,Tables,Debit Card
B-25838,955.00,305.00,3.00,Electronics,Printers,Debit Card
B-25797,976.00,293.00,4.00,Electronics,Accessories,COD
B-25738,1069.00,0.00,6.00,Clothing,Saree,EMI
B-25661,19.00,-15.00,3.00,Clothing,Hankerchief,Credit Card
B-25997,16.00,6.00,3.00,Clothing,Hankerchief,COD
B-25667,1030.00,206.00,8.00,Electronics,Printers,UPI
B-25753,620.00,82.00,6.00,Electronics,Accessories,COD
B-25848,16.00,8.00,2.00,Clothing,Hankerchief,COD
B-26097,19.00,8.00,2.00,Clothing,Hankerchief,Credit Card
B-25633,249.00,-130.00,4.00,Electronics,Phones,UPI
B-25807,16.00,6.00,1.00,Clothing,Stole,COD
B-25752,1361.00,197.00,9.00,Furniture,Bookcases,COD
B-26052,15.00,1.00,1.00,Clothing,Shirt,COD
B-25610,1076.00,-38.00,4.00,Electronics,Printers,COD
B-25888,18.00,2.00,3.00,Clothing,Hankerchief,Credit Card
B-25937,1101.00,352.00,3.00,Furniture,Bookcases,UPI
B-25828,15.00,2.00,1.00,Clothing,Leggings,COD
B-26048,1104.00,209.00,4.00,Clothing,Trousers,UPI
B-25670,14.00,2.00,1.00,Clothing,Hankerchief,COD
B-25757,14.00,5.00,1.00,Clothing,Hankerchief,COD
B-25751,14.00,-3.00,2.00,Clothing,Leggings,COD
B-25687,14.00,-1.00,4.00,Clothing,Kurti,COD
B-25710,13.00,-8.00,1.00,Clothing,T-shirt,COD
B-25656,13.00,-1.00,3.00,Clothing,Hankerchief,COD
B-25601,1275.00,1148.00,7.00,Furniture,Bookcases,EMI
B-26053,17.00,1.00,2.00,Clothing,Skirt,Credit Card
B-26001,13.00,0.00,2.00,Clothing,Hankerchief,COD
B-25964,1270.00,546.00,11.00,Electronics,Electronic Games,EMI
B-26062,13.00,-2.00,1.00,Clothing,Stole,COD
B-25982,13.00,3.00,1.00,Clothing,Leggings,COD
B-25864,17.00,5.00,1.00,Clothing,Hankerchief,UPI
B-25693,13.00,-13.00,2.00,Clothing,Skirt,COD
B-25802,13.00,-9.00,2.00,Clothing,Skirt,COD
B-25676,1263.00,-56.00,5.00,Clothing,Trousers,EMI
B-25639,1629.00,-153.00,3.00,Electronics,Phones,COD
B-25757,17.00,7.00,3.00,Clothing,Hankerchief,UPI
B-26003,17.00,2.00,2.00,Clothing,Skirt,UPI
B-26055,1250.00,-12.00,2.00,Electronics,Printers,EMI
B-25786,17.00,-11.00,3.00,Clothing,Skirt,UPI
B-25919,977.00,-244.00,7.00,Electronics,Phones,COD
B-25894,1246.00,62.00,3.00,Furniture,Bookcases,EMI
B-25979,12.00,1.00,2.00,Clothing,Hankerchief,COD
B-25651,11.00,-4.00,2.00,Clothing,Skirt,COD
B-25653,1327.00,318.00,8.00,Furniture,Chairs,EMI
B-25855,1319.00,567.00,5.00,Electronics,Printers,COD
B-25793,1402.00,109.00,11.00,Clothing,Saree,EMI
B-26073,1514.00,742.00,4.00,Electronics,Printers,EMI
B-25881,1351.00,111.00,6.00,Electronics,Electronic Games,COD
B-25603,1355.00,-60.00,5.00,Clothing,Trousers,COD
B-25851,10.00,2.00,2.00,Clothing,Hankerchief,COD
B-25883,10.00,-2.00,2.00,Clothing,Leggings,COD
B-25768,1582.00,-443.00,6.00,Clothing,Trousers,EMI
B-25953,1218.00,352.00,9.00,Furniture,Bookcases,EMI
B-25755,321.00,315.00,5.00,Clothing,Saree,UPI
B-26057,736.00,346.00,5.00,Electronics,Printers,COD
B-26055,1218.00,-420.00,8.00,Furniture,Bookcases,COD
B-25855,1027.00,441.00,8.00,Clothing,Saree,COD
B-25989,10.00,5.00,1.00,Clothing,Stole,COD
B-26099,2366.00,552.00,5.00,Clothing,Trousers,UPI
B-25652,9.00,-6.00,2.00,Clothing,Hankerchief,COD
B-25723,16.00,-12.00,2.00,Clothing,Stole,UPI
B-26099,9.00,3.00,1.00,Clothing,Skirt,COD
B-25629,1560.00,421.00,3.00,Clothing,Trousers,COD
B-25877,1137.00,568.00,2.00,Clothing,Trousers,EMI
B-25767,9.00,-9.00,2.00,Clothing,Kurti,COD
B-25735,15.00,-7.00,1.00,Clothing,Hankerchief,UPI
B-26097,14.00,5.00,1.00,Clothing,Hankerchief,UPI
B-26070,14.00,7.00,2.00,Clothing,Hankerchief,UPI
B-25752,8.00,-2.00,2.00,Clothing,Hankerchief,COD
B-25656,1389.00,680.00,7.00,Clothing,Saree,COD
B-25748,8.00,-1.00,2.00,Clothing,Leggings,COD
B-25758,8.00,-2.00,1.00,Clothing,Stole,COD
B-25950,13.00,4.00,1.00,Clothing,Leggings,UPI
B-25707,8.00,-6.00,1.00,Clothing,Stole,COD
B-25909,12.00,2.00,2.00,Clothing,Skirt,Credit Card
B-25955,1716.00,309.00,7.00,Electronics,Accessories,COD
B-26023,1117.00,447.00,10.00,Furniture,Bookcases,EMI
B-25655,9.00,-6.00,2.00,Clothing,Skirt,Credit Card
B-25686,332.00,503.00,3.00,Electronics,Printers,COD
B-25655,7.00,-4.00,3.00,Clothing,Hankerchief,COD
B-25601,8.00,-2.00,3.00,Clothing,Hankerchief,Credit Card
B-25862,2061.00,701.00,5.00,Furniture,Bookcases,UPI
B-25626,1103.00,276.00,3.00,Furniture,Chairs,EMI
B-25823,2103.00,322.00,8.00,Electronics,Electronic Games,UPI
B-25881,2115.00,23.00,5.00,Furniture,Chairs,COD
B-25910,850.00,-289.00,5.00,Electronics,Electronic Games,COD
B-25830,1063.00,64.00,7.00,Electronics,Phones,EMI
B-25978,1063.00,-175.00,4.00,Electronics,Electronic Games,EMI
B-25997,2292.00,127.00,7.00,Furniture,Bookcases,COD
B-25661,7.00,-1.00,2.00,Clothing,Hankerchief,Credit Card
B-25969,2452.00,191.00,7.00,Furniture,Bookcases,UPI
B-25858,2457.00,665.00,11.00,Electronics,Electronic Games,EMI
B-25697,4.00,-3.00,1.00,Clothing,Skirt,Credit Card
B-25798,2830.00,-1981.00,13.00,Furniture,Bookcases,EMI
B-25873,7.00,1.00,1.00,Clothing,Hankerchief,COD
B-25740,7.00,0.00,2.00,Clothing,Skirt,COD
B-25700,7.00,-3.00,2.00,Clothing,Hankerchief,COD
B-25757,3151.00,-35.00,7.00,Clothing,Trousers,EMI
B-25973,4141.00,1698.00,13.00,Electronics,Printers,COD
B-25698,7.00,-2.00,1.00,Clothing,Hankerchief,COD
B-25993,4363.00,305.00,5.00,Furniture,Tables,EMI
